id,name,publisher,description,ISBN_Identifiers,averageRating,ratingsCount,imageLinks,pageCount,genres_id
82,Macbeth,"Cambridge University Press","The New Cambridge Shakespeare appeals to students worldwide for its up-to-date scholarship and emphasis on performance. The series features line-by-line commentaries and textual notes on the plays and poems. Introductions are regularly refreshed with accounts of new critical, stage and screen interpretations. This second edition of Macbeth provides a thorough reconsideration of one of Shakespeare's most popular plays. In his introduction, A. R. Braunmuller explores Macbeth's immediate theatrical and political contexts, particularly the Gunpowder Plot, and addresses such celebrated questions as: do the Witches compel Macbeth to murder; is Lady Macbeth herself in some sense a witch; is Macduff morally culpable? A new and well-illustrated account of the play in performance examines several cinematic versions, such as those by Kurosawa and Roman Polanski, as well as other dramatic adaptations. Several possible new sources are suggested and the presence of Thomas Middleton's writing in the play is also proposed.","[{""type"": ""ISBN_13"", ""identifier"": ""9781139835404""}, {""type"": ""ISBN_10"", ""identifier"": ""1139835408""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=XcI2AAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=XcI2AAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",321,24
83,"Romeo and Juliet","First Avenue Editions ™","For Romeo and Juliet, it's love at first sight. But there's a problem: Romeo belongs to the Montague family, while Juliet is a Capulet. In Verona, these noble families are constantly feuding. In fact, they hate each other so much that the prince of Verona has stepped in and declared death to anyone who disturbs the peace again. Forced to hide their love, the two secretly wed and plan to leave together. A string of miscommunication, however, may lead to a tragic end. This is an unabridged version of William Shakespeare's famous romantic tragedy, first published in England in 1599.","[{""type"": ""ISBN_13"", ""identifier"": ""9781467749800""}, {""type"": ""ISBN_10"", ""identifier"": ""146774980X""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=sHtXBAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=sHtXBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",161,24
84,"The Variable Man","BoD - Books on Demand","""The Variable Man"" by Philip K. Dick is a classic science fiction short story that delves into themes of reality, technology, and the unpredictability of human behavior. In this thought-provoking narrative, Dick introduces readers to a future society where technological advancements include a process called ""Warping,"" allowing individuals to foresee potential outcomes of various scenarios. The protagonist, a repairman named Joe Fernwright, becomes an unexpected variable in the system due to his unpredictable decisions. As he faces a critical decision that could impact the fate of a war between Earth and a distant planet, Fernwright's actions challenge the deterministic nature of the advanced technology surrounding him. Dick's ""The Variable Man"" is a captivating exploration of free will, the consequences of choices, and the inherent uncertainties within complex systems. With its blend of speculative elements and philosophical inquiries, this short story continues to resonate with fans of science fiction, showcasing Dick's unique narrative style and his ability to weave intricate tales that question the nature of reality.","[{""type"": ""ISBN_13"", ""identifier"": ""9791041985951""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=R3f1EAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=R3f1EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",66,23
85,"The Erasers",none,"Alain Robbe-Grillet is internationally hailed as the chief spokesman for the noveau roman and one of the great novelists of the twentieth century. The Erasers, his first novel, reads like a detective story but is primarily concerned with weaving and then probing a complete mixture of fact and fantasy. The narrative spans the twenty-four-hour period following a series of eight murders in eight days, presumably the work of a terrorist group. After the ninth murder, the investigation is turned over to a police agent, who may in fact be the assassin. Both an engrossing mystery and a sinister deconstruction of reality, The Erasers intrigues and unnerves with equal force as it pull us along to its ominous conclusion.","[{""type"": ""OTHER"", ""identifier"": ""WISC:89070237532""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=7k_xAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=7k_xAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",264,1
86,"Three Act Tragedy",HarperCollins,"Two murders by nicotine poisoning seem unrelated until Poirot uses his gray cells.","[{""type"": ""OTHER"", ""identifier"": ""STANFORD:36105036780265""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=u7UHAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=u7UHAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",264,8
87,Foe,"Penguin UK","Nobel Laureate and two-time Booker prize-winning author of Disgrace and The Life and Times of Michael K, J. M. Coetzee reimagines Daniel DeFoe's classic novel Robinson Crusoe in Foe. Published as a Penguin Essential for the first time. In an act of breathtaking imagination, J.M Coetzee radically reinvents the story of Robinson Crusoe. In the early eighteenth century, Susan Barton finds herself adrift from a mutinous ship and cast ashore on a remote desert island. There she finds shelter with its only other inhabitants: a man named Cruso and his tongueless slave, Friday. In time, she builds a life for herself as Cruso's companion and, eventually, his lover. At last they are rescued by a passing ship, but only she and Friday survive the journey back to London. Determined to have her story told, she pursues the eminent man of letters Daniel Foe in the hope that he will relate truthfully her memories to the world. But with Cruso dead, Friday incapable of speech and Foe himself intent on reshaping her narrative, Barton struggles to maintain her grip on the past, only to fall victim to the seduction of storytelling itself. Treacherous, elegant and unexpectedly moving, Foe remains one of the most exquisitely composed of this pre-eminent author's works. 'A small miracle of a book. . . of marvellous intricacy and overwhelming power' Washington Post 'A superb novel' The New York Times","[{""type"": ""ISBN_13"", ""identifier"": ""9780241975442""}, {""type"": ""ISBN_10"", ""identifier"": ""0241975441""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=qb6eCQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=qb6eCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",124,25
88,"Pride and Prejudice Illustrated",none,"Pride and Prejudice is a romantic novel of manners written by Jane Austen in 1813. The novel follows the character development of Elizabeth Bennet, the dynamic protagonist of the book who learns about the repercussions of hasty judgments and comes to appreciate the difference between superficial goodness and actual goodness. Its humour lies in its honest depiction of manners, education, marriage, and money during the Regency era in Great Britain.","[{""type"": ""ISBN_13"", ""identifier"": ""9798581802878""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=3qAezgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=3qAezgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",386,9
89,"Proust, Mann, Joyce in the Modernist Context, Second Edition","CUA Press","The original version of Proust, Mann, Joyce in the Modernist Context strove to show how a kindred encyclopedic drive and sacramental sense informed their responses to the epochal trauma, yielding three distinct and monumental visions of the human estate by the 1920s.","[{""type"": ""ISBN_13"", ""identifier"": ""9780813217888""}, {""type"": ""ISBN_10"", ""identifier"": ""0813217881""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=BeE3VBYTsNQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=BeE3VBYTsNQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",393,2
90,"The Canterbury Tales","National Geographic Books","One of the greatest and most ambitious works in English literature, in the original Middle English The Canterbury Tales depicts a storytelling competition between pilgrims drawn from all ranks of society. The tales are as various as the pilgrims themselves, encompassing comedy, pathos, tragedy, and cynicism. The Miller and the Reeve express their mutual antagonism in a pair of comic stories combining sex and trickery; in “The Shipman’s Tale,” a wife sells her favors to a monk. Others draw on courtly romance and fantasy: the Knight tells of rivals competing for the love of the same woman, and the Squire describes a princess who can speak to birds. In these twenty-four tales, Chaucer displays a dazzling range of literary styles and conjures up a wonderfully vivid picture of medieval life. This is a freshly established Middle English text with standardized spelling and punctuation and on-page glossing. It Features an introduction by Jill Mann, a chronology of Chaucer's life and works, detailed explanatory notes, suggestions for further reading, a full glossary, and a bibliography. For more than sixty-five years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,500 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.","[{""type"": ""ISBN_13"", ""identifier"": ""9780140422344""}, {""type"": ""ISBN_10"", ""identifier"": ""014042234X""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=bn-MEAAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=bn-MEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",0,3
91,"The Music of Chance","Viking Adult","Following the death of his father, Jim Nashe takes to the open road. But there he picks up Pozzi, a hitchhiking gambler, and is drawn into a dangerous game of high-stakes poker with two eccentric and reclusive millionaires.","[{""type"": ""OTHER"", ""identifier"": ""UOM:39015046374867""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=255kAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=255kAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",232,25
92,"The Short Stories of F. Scott Fitzgerald","Simon and Schuster","Together, these forty-three stories compose a vivid picture of a lost era, but their brilliance is timeless.","[{""type"": ""ISBN_13"", ""identifier"": ""9780684842509""}, {""type"": ""ISBN_10"", ""identifier"": ""0684842505""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=1a9cbpoIhecC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=1a9cbpoIhecC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",11,26
