id,name,publisher,description,ISBN_Identifiers,averageRating,ratingsCount,imageLinks,pageCount,genres_id
56,"Martian Time-slip",Orion,"On the arid colony of Mars the only thing more precious than water may be a ten-year-old schizophrenic boy named Manfred Steiner. For although the UN has slated "" anomalous"" children for deportation and destruction, other people--especially Supreme Goodmember Arnie Kott of the Water Worker's union--suspect that Manfred's disorder may be a window into the future. In Martian Time-Slip Philip K. Dick uses power politics and extraterrestrial real estate scams, adultery, and murder to penetrate the mysteries of being and time.","[{""type"": ""ISBN_10"", ""identifier"": ""0575047100""}, {""type"": ""ISBN_13"", ""identifier"": ""9780575047105""}]",0,0,"""unknown""",220,23
57,"The Jungle Book Annotated",none,"The Jungle Book (1894) is a collection of stories written by Rudyard Kipling.The tales in the book (and also those in The Second Jungle Book which followed in 1895, and which includes five further stories about Mowgli) are fables, using animals in an anthropomorphic manner to give moral lessons. The verses of The Law of the Jungle, for example, lay down rules for the safety of individuals, families and communities. Kipling put in them nearly everything he knew or ""heard or dreamed about the Indian jungle.""","[{""type"": ""ISBN_13"", ""identifier"": ""9798745349454""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=5ulqzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=5ulqzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",174,4
58,"The Miracles of the Antichrist",none,"The Miracles of Antichrist relies heavily on the legends and folk tales of Sicily. The descriptions, rich in the warm colors of the South, convey Lagerlvf's understanding of the hot blooded Sicilians with the same insight and sympathy which she evokes while describing the introspective Swedes. Lagerlvf borrows from an ancient Sicilian legend which says, ""When Antichrist comes he shall seem as Christ. There shall be great want, and Antichrist shall go from land to land and give bread to the poor. And he shall find many followers."" Masterfully, she intertwines a tale of modern Sicily in an era when revolutionary socialism is sweeping the island and making heavy inroads upon the influence of the church. Selma Ottiliana Lovisa Lagerlvvf (1858-1940) was born in Sweden. She had been writing poetry ever since she was a child, but she did not publish anything until 1890, when a Swedish newspaper gave her the first prize in a literary competition and published excerpts from her first novel, Gvsta Berlings Saga (published in 1891 and very successful). During her travels to Italy she wrote The Miracles of Antichrist in 1897. After several minor works she published Jerusalem (translated in English as The Holy City) but it was with The Wonderful Adventures of Nils, a book for children, that she became recognized worldwide. In 1909.she became the first woman and also the first Swedish writer to win the Nobel Prize for Literature. She was so popular that her books were translated into 34 languages.","[{""type"": ""ISBN_10"", ""identifier"": ""1410100936""}, {""type"": ""ISBN_13"", ""identifier"": ""9781410100931""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=BV3kPQAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=BV3kPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",388,16
59,"Quentin Durward",none,none,"[{""type"": ""ISBN_10"", ""identifier"": ""2012165885""}, {""type"": ""ISBN_13"", ""identifier"": ""9782012165885""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=YazfoQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=YazfoQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",100,1
60,Solaris,"Berkley Books","A science fiction novel about a sentient ocean that was the ruling intelligence of Solaris. Its vast mindand enigmatic personality exerted a powerful force on those humans who contacted it. And to Kris Kelvin, a galactic researcher from Earth, it had presented a strange and awesome gift ...","[{""type"": ""OTHER"", ""identifier"": ""PSU:000059696261""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=IS_yAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=IS_yAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",230,25
61,"The God of the Woods",Penguin,"ONE OF THE NEW YORK TIMES’S NOTABLE BOOKS OF 2024 A NEW YORK TIMES BEST THRILLER OF 2024 A NEW YORK TIMES BEST CRIME NOVEL OF 2024 PEOPLE MAGAZINE'S #1 BOOK OF THE YEAR A NEW YORK PUBLIC LIBRARY TOP 10 PICK OF 2024 ONE OF NPR’S “BOOKS WE LOVE” 2024 ONE OF TIME MAGAZINE’S “100 MUST-READ BOOKS OF 2024” NAMED A BEST BOOK OF THE YEAR BY: REAL SIMPLE ● OPRAH DAILY ● NEWSWEEK ● VULTURE “Extraordinary . . . Reminds me of Donna Tartt’s 1992 debut, The Secret History . . . I was so thoroughly submerged in a rich fictional world, that for hours I barely came up for air.” —Maureen Corrigan, Fresh Air, NPR “This expertly paced thriller ...has the kineticism of a well-crafted miniseries.” —The New Yorker When a teenager vanishes from her Adirondack summer camp, two worlds collide Early morning, August 1975: a camp counselor discovers an empty bunk. Its occupant, Barbara Van Laar, has gone missing. Barbara isn’t just any thirteen-year-old: she’s the daughter of the family that owns the summer camp and employs most of the region’s residents. And this isn’t the first time a Van Laar child has disappeared. Barbara’s older brother similarly vanished fourteen years ago, never to be found. As a panicked search begins, a thrilling drama unfolds. Chasing down the layered secrets of the Van Laar family and the blue-collar community working in its shadow, Moore’s multi-threaded story invites readers into a rich and gripping dynasty of secrets and second chances. It is Liz Moore’s most ambitious and wide-reaching novel yet.","[{""type"": ""ISBN_13"", ""identifier"": ""9780593418932""}, {""type"": ""ISBN_10"", ""identifier"": ""059341893X""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=9NHcEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=9NHcEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",497,18
62,"Sister Carrie","Simon and Schuster","Enriched Classics offer readers accessible editions of great works of literature enhanced by helpful notes and commentary. Each book includes educational tools alongside the text, enabling students and readers alike to gain a deeper and more developed understanding of the writer and their work. Carrie Meeber leaves her home in rural Wisconsin for a big city life in Chicago, and faces a series of struggles—professional, moral, and romantic—before achieving success in the New York theater scene. This edition includes: -A concise introduction that gives the reader important background information -A chronology of the author's life and work -A timeline of significant events that provides the book's historical context -An outline of key themes and plot points to guide the reader's own interpretations -Detailed explanatory notes -Critical analysis, including contemporary and modern perspectives on the work -Discussion questions to promote lively classroom and book group interaction -A list of recommended related books and films to broaden the reader's experience","[{""type"": ""ISBN_10"", ""identifier"": ""1727680162""}, {""type"": ""ISBN_13"", ""identifier"": ""9781727680164""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=4aiDCgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=4aiDCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",563,1
63,Frankenstein,"Simon & Schuster","A timeless, terrifying tale of one man’s obsession to create life—and the monster that became his legacy. “If ever a book needed to be placed in context, it’s Frankenstein” (The New York Times Book Review). ENDURING LITERATURE ILLUMINATED BY PRACTICAL SCHOLARSHIP A timeless, terrifying tale of one man's obsession to create life—and the monster that became his legacy. EACH ENRICHED CLASSIC EDITION INCLUDES: • A concise introduction that gives readers important background information • A chronology of the author’s life and work • A timeline of significant events that provides the book’s historical context • An outline of key themes and plot points to help readers form their own interpretations • Detailed explanatory notes • Critical analysis, including contemporary and modern perspectives on the work • Discussion questions to promote lively classroom and book group interaction • A list of recommended related books and films to broaden the reader’s experience Enriched Classics offer readers affordable editions of great works of literature enhanced by helpful notes and insightful commentary. The scholarship provided in Enriched Classics enables readers to appreciate, understand, and enjoy the world’s finest books to their full potential. SERIES EDITED BY CYNTHIA BRANTLEY JOHNSON","[{""type"": ""ISBN_10"", ""identifier"": ""1540801381""}, {""type"": ""ISBN_13"", ""identifier"": ""9781540801388""}]",0,0,"""none""",352,15
64,"The Double","Read Books Ltd","“The Double” is a novella by Russian novelist, essayist, short story writer, journalist, and philosopher Fyodor Mikhailovich Dostoevsky (1821 – 1881). His literature famously examines human psychology during the turbulent social, spiritual and political atmosphere of 19th-century Russia, and he is considered one of the greatest psychologists in world literature. Originally published in “Fatherland Notes”, “The Double” was revised and republished by Dostoevsky in 1866. The story revolves around a government employee who begins to encounter someone who looks exactly like him, but who possesses a completely dissimilar personality to the weak and introverted main character. The narrative deals primarily with the internal psychological struggle of the protagonist as he seemingly descends into madness. A prolific writer, Dostoevsky produced 11 novels, three novellas, 17 short stories and numerous other works. This volume is not to be missed by fans of Russian literature and constitutes a must-read for lovers of Dostoevsky's seminal work. Many vintage books such as this are increasingly scarce and expensive. We are republishing this volume now in an affordable, modern, high-quality edition complete with a specially-commissioned new biography of the author.","[{""type"": ""ISBN_13"", ""identifier"": ""9781528786195""}, {""type"": ""ISBN_10"", ""identifier"": ""152878619X""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=TpuHDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=TpuHDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",170,1
65,"Fourth Wing","Entangled: Red Tower Books","A #1 New York Times bestseller • TV series in development at MGM Amazon Studios with Michael B. Jordan’s Outlier Society • Amazon Best Books of the Year, #4 • Apple Best Books of the Year 2023 • Barnes & Noble Best Fantasy Book of 2023 • NPR “Books We Love” 2023 • Audible Best Books of 2023 • Hudson Book of the Year • Google Play Best Books of 2023 • Indigo Best Books of 2023 • Waterstones Book of the Year finalist • Goodreads Choice Award Winner • Newsweek Staffers’ Favorite Books of 2023 • Paste Magazine's Best Books of 2023 ""Suspenseful, sexy, and with incredibly entertaining storytelling, the first in Yarros' Empyrean series will delight fans of romantic, adventure-filled fantasy."" —Booklist, starred review ""Fourth Wing will have your heart pounding from beginning to end... A fantasy like you've never read before."" ―#1 New York Times bestselling author Jennifer L. Armentrout Enter the brutal and elite world of a war college for dragon riders from #1 New York Times bestselling author Rebecca Yarros Twenty-year-old Violet Sorrengail was supposed to enter the Scribe Quadrant, living a quiet life among books and history. Now, the commanding general—also known as her tough-as-talons mother—has ordered Violet to join the hundreds of candidates striving to become the elite of Navarre: dragon riders. But when you’re smaller than everyone else and your body is brittle, death is only a heartbeat away...because dragons don’t bond to “fragile” humans. They incinerate them. With fewer dragons willing to bond than cadets, most would kill Violet to better their own chances of success. The rest would kill her just for being her mother’s daughter—like Xaden Riorson, the most powerful and ruthless wingleader in the Riders Quadrant. She’ll need every edge her wits can give her just to see the next sunrise. Yet, with every day that passes, the war outside grows more deadly, the kingdom's protective wards are failing, and the death toll continues to rise. Even worse, Violet begins to suspect leadership is hiding a terrible secret. Friends, enemies, lovers. Everyone at Basgiath War College has an agenda—because once you enter, there are only two ways out: graduate or die. The Empyrean series is best enjoyed in order. Reading Order: Book #1 Fourth Wing Book #2 Iron Flame","[{""type"": ""ISBN_13"", ""identifier"": ""9781649374080""}, {""type"": ""ISBN_10"", ""identifier"": ""1649374089""}]",5,2,"{""smallThumbnail"": ""http://books.google.com/books/content?id=E-OLEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=E-OLEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",624,18
66,"The Happy Prince and Other Tales Annotated","Independently Published","The Happy Prince and Other Tales is a collection of stories for children by Oscar Wilde first published in May 1888. It contains five stories.In a town where there are a lot of poor people who suffer, a swallow who was left behind after his flock flew off to Egypt for the wintmeets the statue of the late Happy Prince who in reality has never experienced true sorrow, for he lived in a palace where sorrow was not allowed to enter. Viewing various scenes of people suffering in poverty from his tall monument, the Happy Prince asks the swallow to take the ruby from his hilt, the sapphires from his eyes, and the gold leaf covering his body to give to the poor. As the winter comes and the Happy Prince is stripped of all of his beauty, his lead heart breaks when the swallow dies as a result of his selfless deeds and severe cold. The people, unaware of their good deeds, take the statue down from the pillar due to its shabbiness intending to replace it with one of the Mayor, and the metal melted in a furnace, leaving behind the broken heart and the dead swallow; they are thrown in a dust heap. These are taken up to heaven by an angel that has deemed them the two most precious things in the city. This is affirmed by God, and they live forever in his city of gold and garden of paradise.","[{""type"": ""ISBN_13"", ""identifier"": ""9798747285910""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=wZNuzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=wZNuzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",64,4
67,"The First Man",Vintage,"From the Nobel Prize-winning author comes the story of Jacques Cormery, a boy who lived a life much like his own, with the sights, sounds and textures of a childhood steeped in poverty and a father's death yet redeemed by the beauty of Algeria and the boy's attachment to his mother. ""A work of genius."" —The New Yorker Published thirty-five years after its discovery amid the wreckage of the car accident that killed Camus, The First Man is the brilliant consummation of the life and work of one of the 20th century's greatest novelists. Translated from the French by David Hapgood. ""The First Man is perhaps the most honest book Camus ever wrote, and the most sensual...Camus is...writing at the depth of his powers...It is ""Fascinating...The First Man helps put all of Camus's work into a clearer perspective and brings into relief what separates him from the more militant literary personalities of his day...Camus's voice has never been more personal."" —The New York Times Book Review","[{""type"": ""ISBN_13"", ""identifier"": ""9780679768166""}, {""type"": ""ISBN_10"", ""identifier"": ""0679768165""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=3taB-blSz7IC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=3taB-blSz7IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",337,1
68,"Fallen Too Far","Simon and Schuster","Blaire Wynn left her small farmhouse in Alabama after her mother passed away to move in with her father and his new wife in their sprawling beach house along the Florida Gulf Coast. She isn't prepared for the lifestyle change and she knows she'll never fit into this world. Then there's her sexy stepbrother Rush, who's as spoiled as he is gorgeous: she knows he's anything but good for her and that he'll never be faithful to anyone.","[{""type"": ""ISBN_13"", ""identifier"": ""9781476775982""}, {""type"": ""ISBN_10"", ""identifier"": ""1476775982""}]",5,1,"{""smallThumbnail"": ""http://books.google.com/books/content?id=FrPsAgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=FrPsAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",240,25
69,"The Road to Oz","1st World Publishing","Dorothy and her friends follow the enchanted road to Oz and arrive in time for Ozma's birthday party.","[{""type"": ""ISBN_13"", ""identifier"": ""9781421802657""}, {""type"": ""ISBN_10"", ""identifier"": ""1421802651""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=gK3DCAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=gK3DCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",194,15
70,"Pride and Prejudice Annotated",none,"Along with the plays of William Shakespeare and the works of Charles Dickens, Jane Austen's novels are among the most beloved books of Western literature. Pride and Prejudice (1813) was in Austen's lifetime her most popular novel, and it was the author's personal favorite. Adapted many times to the screen and stage, and the inspiration for numerous imitations, it remains today her most widely read book. Now, in this beautifully illustrated and annotated edition, distinguished scholar Patricia Meyer Spacks instructs the reader in a larger appreciation of the novel's enduring pleasures and provides analysis of Darcy, Elizabeth Bennet, Lady Catherine, and all the characters who inhabit the world of Pride and Prejudice.","[{""type"": ""ISBN_13"", ""identifier"": ""9798733461205""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=9QJlzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=9QJlzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",464,1
71,"Crime and Punishment",Vintage,"Hailed by Washington Post Book World as “the best [translation] currently available"" when it was first published, this second edition of Crime and Punishment has been updated in honor of the 200th anniversary of Dostoevsky’s birth. • ONE OF TIME MAGAZINE'S 100 BEST MYSTERY AND THRILLER BOOKS OF ALL TIME With the same suppleness, energy, and range of voices that won their translation of The Brothers Karamazov the PEN/Book-of-the-Month Club Prize, Richard Pevear and Larissa Volokhonsky offer a brilliant translation of Crime and Punishment, Dostoevsky's astounding pyschological thriller, newly revised for his bicentenniel. In Crime and Punishment, when Raskolnikov, an impoverished student living in the St. Petersburg of the tsars, commits an act of murder and theft, he sets into motion a story that is almost unequalled in world literature for its excruciating suspense, its atmospheric vividness, and its depth of characterization and vision. Dostoevsky’s drama of sin, guilt, and redemption transforms the sordid story of an old woman’s murder into the nineteenth century’s profoundest and most compelling philosophical novel.","[{""type"": ""ISBN_13"", ""identifier"": ""9780307829603""}, {""type"": ""ISBN_10"", ""identifier"": ""030782960X""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=U5NhxE67JjMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=U5NhxE67JjMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",591,1
72,"Mr. Vertigo","Viking Adult","In the 1920s, an orphan is rescued from the streets of St. Louis by a mysterious foreigner who teaches him to fly and walk on water. Now an octogenarian, he tells the story of his vaudeville act. By the author of Moon Palace.","[{""type"": ""OTHER"", ""identifier"": ""UOM:39015032447263""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=akhaAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=akhaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",312,25
73,"The Two Towers [Tv Tie-In]: The Lord of the Rings Part Two","William Morrow Paperbacks","Begin your journey into Middle-earth. The inspiration for the upcoming original series on Prime Video, The Lord of the Rings: The Rings of Power. The Two Towers is the second part of J.R.R. Tolkien's epic adventure The Lord of the Rings. One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkness bind them. Frodo and his Companions of the Ring have been beset by danger during their quest to prevent the Ruling Ring from falling into the hands of the Dark Lord by destroying it in the Cracks of Doom. They have lost the wizard, Gandalf, in a battle in the Mines of Moria. And Boromir, seduced by the power of the Ring, tried to seize it by force. While Frodo and Sam made their escape, the rest of the company was attacked by Orcs. Now they continue the journey alone down the great River Anduin--alone, that is, save for the mysterious creeping figure that follows wherever they go. ""Among the greatest works of imaginative fiction of the twentieth century. The book presents us with the richest profusion of new lands and creatures, from the beauty of Lothlórien to the horror of Mordor.""-Sunday Telegraph","[{""type"": ""ISBN_10"", ""identifier"": ""0063270897""}, {""type"": ""ISBN_13"", ""identifier"": ""9780063270893""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=rg_uzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=rg_uzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",352,15
74,"Bag of Bones","Pocket Books","From #1 New York Times bestselling author Stephen King, a powerful tale of grief, of love's enduring bonds, and the haunting secrets of the past. Four years after the sudden death of his wife, forty-year-old bestselling novelist Mike Noonan is still grieving. Unable to write, and plagued by vivid nightmares set at the western Maine summerhouse he calls Sara Laughs, Mike reluctantly returns to the lakeside getaway. There, he finds his beloved Yankee town held in the grip of a powerful millionaire, Max Devore, whose vindictive purpose is to take his three-year-old granddaughter, Kyra, away from her widowed young mother, Mattie. As Mike is drawn into Mattie and Kyra's struggle, as he falls in love with both of them, he is also drawn into the mystery of Sara Laughs, now the site of ghostly visitations and escalating terrors. What are the forces that have been unleashed here -- and what do they want of Mike Noonan? It is no secret that King is one of our most mesmerizing storytellers. In Bag of Bones, he proves to be one of our most moving as well.","[{""type"": ""ISBN_10"", ""identifier"": ""067102423X""}, {""type"": ""ISBN_13"", ""identifier"": ""9780671024239""}]",4,3,"{""smallThumbnail"": ""http://books.google.com/books/content?id=FxmjXM5RNNwC&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=FxmjXM5RNNwC&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",756,25
75,"Mrs. Dalloway","Houghton Mifflin Harcourt","Heralded as Virginia Woolf's greatest novel, this is a vivid portrait of a single day in a woman's life. When we meet her, Mrs. Clarissa Dalloway is preoccupied with the last-minute details of party preparation while in her mind she is something much more than a perfect society hostess. As she readies her house, she is flooded with remembrances of faraway times. And, met with the realities of the present, Clarissa reexamines the choices that brought her there, hesitantly looking ahead to the unfamiliar work of growing old. ""Mrs. Dalloway was the first novel to split the atom. If the novel before Mrs. Dalloway aspired to immensities of scope and scale, to heroic journeys across vast landscapes, with Mrs. Dalloway Virginia Woolf insisted that it could also locate the enormous within the everyday; that a life of errands and party-giving was every bit as viable a subject as any life lived anywhere; and that should any human act in any novel seem unimportant, it has merely been inadequately observed. The novel asan art form has not been the same since. ""Mrs. Dalloway also contains some of the most beautiful, complex, incisive and idiosyncratic sentences ever written in English, and that alone would be reason enough to read it. It is one of the most moving, revolutionary artworks of the twentieth century."" --Michael Cunningham, author of The Hours","[{""type"": ""OTHER"", ""identifier"": ""STANFORD:36105003773616""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=OqAFAQAAIAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=OqAFAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",312,1
76,"Treasure Island","Createspace Independent Publishing Platform","Treasure Island by Robert Louis Stevenson While going through the possessions of a deceased guest who owed them money, the mistress of the inn and her son find a treasure map that leads them to a pirate's fortune. We are delighted to publish this classic book as part of our extensive Classic Library collection. Many of the books in our collection have been out of print for decades, and therefore have not been accessible to the general public. The aim of our publishing program is to facilitate rapid access to this vast reservoir of literature, and our view is that this is a significant literary work, which deserves to be brought back into print after many decades. The contents of the vast majority of titles in the Classic Library have been scanned from the original works. To ensure a high quality product, each title has been meticulously hand curated by our staff. Our philosophy has been guided by a desire to provide the reader with a book that is as close as possible to ownership of the original work. We hope that you will enjoy this wonderful classic work, and that for you it becomes an enriching experience.","[{""type"": ""ISBN_10"", ""identifier"": ""1724223232""}, {""type"": ""ISBN_13"", ""identifier"": ""9781724223234""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=B6DHuQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=B6DHuQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",196,1
77,"A Farewell to Arms","Simon and Schuster","The best American novel to emerge from World War I, A Farewell to Arms is the unforgettable story of an American ambulance driver on the Italian front and his passion for a beautiful English nurse. Hemingway's frank portrayal of the love between Lieutenant Henry and Catherine Barkley, caught in the inexorable sweep of war, glows with an intensity unrivaled in modern literature, while his description of the German attack on Caporetto -- of lines of fired men marching in the rain, hungry, weary, and demoralized -- is one of the greatest moments in literary history. A story of love and pain, of loyalty and desertion, A Farewell to Arms, written when he was 30 years old, represents a new romanticism for Hemingway.","[{""type"": ""ISBN_13"", ""identifier"": ""9780743237154""}, {""type"": ""ISBN_10"", ""identifier"": ""0743237153""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=2_XH0Z81_ZEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=2_XH0Z81_ZEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",312,1
78,"Josephine: A Woman with a Past",Modernista,"»Josephine: A Woman with a Past« is a short story by F. Scott Fitzgerald, originally published in 1930. F. SCOTT FITZGERALD [1896-1940] was an American author, born in St. Paul, Minnesota. His legendary marriage to Zelda Montgomery, along with their acquaintances with notable figures such as Gertrude Stein and Ernest Hemingway, and their lifestyle in 1920s Paris, has become iconic. A master of the short story genre, it is logical that his most famous novel is also his shortest: The Great Gatsby [1925].","[{""type"": ""ISBN_13"", ""identifier"": ""9789180947305""}, {""type"": ""ISBN_10"", ""identifier"": ""9180947301""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=MdP3EAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=MdP3EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",23,26
79,"Green Hills of Africa","Simon and Schuster","Includes the safari journal of Hemingway's wife, Pauline Pfeiffer.","[{""type"": ""ISBN_13"", ""identifier"": ""9781476787589""}, {""type"": ""ISBN_10"", ""identifier"": ""1476787581""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=GOqpDAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=GOqpDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",304,21
80,"THE Murder Of Roger Ackroyd","ببلومانيا للنشر والتوزيع","Considered to be one of Agatha Christie's greatest, and also most controversial mysteries, 'The Murder Of Roger Ackroyd' breaks the rules of traditional mystery. The peaceful English village of King’s Abbot is stunned. The widow Ferrars dies from an overdose of Veronal. Not twenty-four hours later, Roger Ackroyd—the man she had planned to marry—is murdered. It is a baffling case involving blackmail and death that taxes Hercule Poirot’s “little grey cells” before he reaches one of the most startling conclusions of his career. Librarian's note: the first fifteen novels in the Hercule Poirot series are 1) The Mysterious Affair at Styles, 1920; 2) The Murder on the Links, 1923; 3) The Murder of Roger Ackroyd, 1926; 4) The Big Four, 1927; 5) The Mystery of the Blue Train, 1928; 6) Peril at End House, 1932; 7) Lord Edgware Dies, 1933; 8) Murder on the Orient Express, 1934; 9) Three Act Tragedy, 1935; 10) Death in the Clouds, 1935; 11) The A.B.C. Murders, 1936; 12) Murder in Mesopotamia, 1936; 13) Cards on the Table, 1936; 14) Dumb Witness, 1937; and 15) Death on the Nile, 1937. These are just the novels; Poirot also appears in this period in a play, Black Coffee, 1930, and two collections of short stories, Poirot Investigates, 1924, and Murder in the Mews, 1937. Each novel, play and short story has its own entry on Goodreads.","""none""",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=fP33EAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=fP33EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",314,8
81,Resurrection,ePenguin,"While serving as a juror at the trial of a prostitute, Prince Nekhlyudov recognizes the defendant as a young servant girl he once loved and abandoned and tries to rectify the situation.--Résumé de l'éditeur.","[{""type"": ""OTHER"", ""identifier"": ""UVA:X000237001""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=LNRKAAAAYAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=LNRKAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",578,1
